old_url,action,target_url,source,validation
https://docs.llmeasy.ru/zh/faq/claude-code/claude-code-vs-cursor,redirect,https://docs.bettertoken.ai/zh/faq/claude-code/claude-code-vs-cursor,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-code/claude-md,redirect,https://docs.bettertoken.ai/zh/faq/claude-code/claude-md,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-code/permissions-and-hooks,redirect,https://docs.bettertoken.ai/zh/faq/claude-code/permissions-and-hooks,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-code/switch-sonnet-opus,redirect,https://docs.bettertoken.ai/zh/faq/claude-code/switch-sonnet-opus,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-code/what-is-claude-code,redirect,https://docs.bettertoken.ai/zh/faq/claude-code/what-is-claude-code,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-desktop-llmeasy-api,redirect,https://docs.bettertoken.ai/zh/faq/claude-desktop-llmeasy-api,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-desktop/cowork-code-gateway,redirect,https://docs.bettertoken.ai/zh/faq/claude-desktop/cowork-code-gateway,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-desktop/mcp,redirect,https://docs.bettertoken.ai/zh/faq/claude-desktop/mcp,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-desktop/ssl-certificate-local-routing,redirect,https://docs.bettertoken.ai/zh/faq/claude-desktop/ssl-certificate-local-routing,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/claude-desktop/third-party-models,redirect,https://docs.bettertoken.ai/zh/faq/claude-desktop/third-party-models,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/cline/openai-compatible-api,redirect,https://docs.bettertoken.ai/zh/faq/cline/openai-compatible-api,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/agents-md,redirect,https://docs.bettertoken.ai/zh/faq/codex/agents-md,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/codex-cli-vs-app-vs-web,redirect,https://docs.bettertoken.ai/zh/faq/codex/codex-cli-vs-app-vs-web,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/config-toml,redirect,https://docs.bettertoken.ai/zh/faq/codex/config-toml,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/gpt-5.5-api-mode,redirect,https://docs.bettertoken.ai/zh/faq/codex/gpt-5.5-api-mode,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/model-provider-base-url-wire-api,redirect,https://docs.bettertoken.ai/zh/faq/codex/model-provider-base-url-wire-api,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/official-login-third-party-api,redirect,https://docs.bettertoken.ai/zh/faq/codex/official-login-third-party-api,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/review-model-reasoning-effort,redirect,https://docs.bettertoken.ai/zh/faq/codex/review-model-reasoning-effort,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/sandbox-approval,redirect,https://docs.bettertoken.ai/zh/faq/codex/sandbox-approval,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/codex/what-is-codex-cli,redirect,https://docs.bettertoken.ai/zh/faq/codex/what-is-codex-cli,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/concepts/claude-code-vs-codex-cli,redirect,https://docs.bettertoken.ai/zh/faq/concepts/claude-code-vs-codex-cli,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/concepts/mcp-vs-api-key-base-url,redirect,https://docs.bettertoken.ai/zh/faq/concepts/mcp-vs-api-key-base-url,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/concepts/openai-compatible-vs-anthropic-compatible,redirect,https://docs.bettertoken.ai/zh/faq/concepts/openai-compatible-vs-anthropic-compatible,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/cursor/custom-openai-api,redirect,https://docs.bettertoken.ai/zh/faq/cursor/custom-openai-api,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/cursor/mcp,redirect,https://docs.bettertoken.ai/zh/faq/cursor/mcp,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/cursor/rules-agents-cursorignore,redirect,https://docs.bettertoken.ai/zh/faq/cursor/rules-agents-cursorignore,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/model-calling/base-url-config,redirect,https://docs.bettertoken.ai/zh/faq/model-calling/base-url-config,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/model-calling/max-tokens,redirect,https://docs.bettertoken.ai/zh/faq/model-calling/max-tokens,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/model-calling/model-selection-guide,redirect,https://docs.bettertoken.ai/zh/faq/model-calling/model-selection-guide,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/model-calling/model-version-identity,redirect,https://docs.bettertoken.ai/zh/faq/model-calling/model-version-identity,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/service-assurance/cache-billing,redirect,https://docs.bettertoken.ai/zh/faq/service-assurance/cache-billing,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/service-assurance/data-security,redirect,https://docs.bettertoken.ai/zh/faq/service-assurance/data-security,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/service-assurance/referral-program,redirect,https://docs.bettertoken.ai/zh/faq/service-assurance/referral-program,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/service-assurance/russia-direct-access,redirect,https://docs.bettertoken.ai/zh/faq/service-assurance/russia-direct-access,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/faq/token-cost/claude-code-token-usage,redirect,https://docs.bettertoken.ai/zh/faq/token-cost/claude-code-token-usage,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/model-updates/claude-fable-5,redirect,https://docs.bettertoken.ai/zh/model-updates/claude-fable-5,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/model-updates/claude-sonnet-5,redirect,https://docs.bettertoken.ai/zh/model-updates/claude-sonnet-5,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/model-updates/gpt-5.5,redirect,https://docs.bettertoken.ai/zh/model-updates/gpt-5.5,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/model-updates/gpt-5.6,redirect,https://docs.bettertoken.ai/zh/model-updates/gpt-5.6,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/model-updates/gpt-image-2,redirect,https://docs.bettertoken.ai/zh/model-updates/gpt-image-2,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/model-updates/opus-4.7,redirect,https://docs.bettertoken.ai/zh/model-updates/opus-4.7,sitemap,target-in-bettertoken-sitemap
https://docs.llmeasy.ru/zh/quickstart,redirect,https://docs.bettertoken.ai/zh/quickstart,sitemap,target-in-bettertoken-sitemap
